Fib,StateCode,Lat,Lang,Cases
37089,North Carolina,35.34,-82.48,8
37091,North Carolina,36.36,-76.98,1
37093,North Carolina,35.02,-79.24,3
37095,North Carolina,35.42,-76.15,1
37097,North Carolina,35.81,-80.87,16
37099,North Carolina,35.29,-83.14,2
37101,North Carolina,35.52,-78.37,14
37103,North Carolina,35.02,-77.36,0
37105,North Carolina,35.48,-79.18,4
37107,North Carolina,35.24,-77.64,5
37109,North Carolina,35.49,-81.22,9
37111,North Carolina,35.68,-82.05,4
37113,North Carolina,35.15,-83.42,3
37115,North Carolina,35.85,-82.71,1
37117,North Carolina,35.84,-77.11,2
37075,North Carolina,35.35,-83.83,0
37119,North Carolina,35.24,-80.83,83
37073,North Carolina,36.45,-76.70,0
37069,North Carolina,36.08,-78.29,4
37027,North Carolina,35.95,-81.55,7
37029,North Carolina,36.34,-76.16,0
37031,North Carolina,34.89,-76.54,3
37033,North Carolina,36.39,-79.33,2
37035,North Carolina,35.66,-81.21,16
37037,North Carolina,35.70,-79.26,2
37039,North Carolina,35.13,-84.06,2
37041,North Carolina,36.13,-76.60,1
37043,North Carolina,35.06,-83.74,0
37045,North Carolina,35.34,-81.55,10
37047,North Carolina,34.27,-78.66,5
37049,North Carolina,35.12,-77.08,7
37051,North Carolina,35.05,-78.83,20
37053,North Carolina,36.36,-75.96,1
37055,North Carolina,35.67,-75.72,2
37057,North Carolina,35.79,-80.21,15
37059,North Carolina,35.93,-80.54,3
37061,North Carolina,34.93,-77.93,3
37063,North Carolina,36.04,-78.88,16
37065,North Carolina,35.91,-77.59,2
37067,North Carolina,36.13,-80.25,24
37071,North Carolina,35.29,-81.17,22
37121,North Carolina,36.01,-82.16,0
37123,North Carolina,35.33,-79.90,2
37125,North Carolina,35.31,-79.48,7
37179,North Carolina,34.99,-80.53,21
37181,North Carolina,36.37,-78.41,3
37183,North Carolina,35.79,-78.65,72
37185,North Carolina,36.40,-78.11,1
37187,North Carolina,35.84,-76.57,1
37189,North Carolina,36.23,-81.70,2
37191,North Carolina,35.36,-78.00,5
37193,North Carolina,36.21,-81.16,5
37195,North Carolina,35.71,-77.92,6
37197,North Carolina,36.16,-80.66,3
37199,North Carolina,35.90,-82.31,1
38001,North Dakota,46.10,-102.53,0
38003,North Dakota,46.94,-98.07,0
38005,North Dakota,48.07,-99.36,0
38007,North Dakota,47.02,-103.38,0
38009,North Dakota,48.79,-100.84,0
38011,North Dakota,46.11,-103.52,0
38013,North Dakota,48.79,-102.52,0
38015,North Dakota,46.98,-100.46,2
38017,North Dakota,46.93,-97.24,4
38019,North Dakota,48.77,-98.47,0
37177,North Carolina,35.87,-76.17,0
37175,North Carolina,35.20,-82.80,2
37173,North Carolina,35.49,-83.49,1
37171,North Carolina,36.42,-80.69,6
37127,North Carolina,35.97,-77.98,5
37129,North Carolina,34.26,-77.87,13
37131,North Carolina,36.42,-77.40,1
37133,North Carolina,34.73,-77.43,14
37135,North Carolina,36.06,-79.12,5
37137,North Carolina,35.15,-76.67,0
37139,North Carolina,36.27,-76.25,3
37141,North Carolina,34.52,-77.90,5
37143,North Carolina,36.18,-76.41,0
37145,North Carolina,36.39,-78.97,2
37025,North Carolina,35.39,-80.55,17
37147,North Carolina,35.60,-77.37,13
37151,North Carolina,35.71,-79.81,11
37153,North Carolina,35.00,-79.74,3
37155,North Carolina,34.64,-79.10,12
37157,North Carolina,36.40,-79.78,6
37159,North Carolina,35.64,-80.52,14
37161,North Carolina,35.40,-81.92,7
37163,North Carolina,34.99,-78.37,4
37165,North Carolina,34.84,-79.48,2
37167,North Carolina,35.32,-80.25,6
37169,North Carolina,36.40,-80.24,4
37149,North Carolina,35.28,-82.17,1
37023,North Carolina,35.75,-81.71,7
39115,Ohio,39.62,-81.85,0
38077,North Dakota,46.26,-96.95,0
38079,North Dakota,48.77,-99.84,0
38081,North Dakota,46.11,-97.63,0
38083,North Dakota,47.58,-100.34,0
38085,North Dakota,46.11,-101.04,0
38087,North Dakota,46.45,-103.46,0
38089,North Dakota,46.81,-102.66,0
38091,North Dakota,47.46,-97.73,0
38093,North Dakota,46.98,-98.96,0
38095,North Dakota,48.69,-99.25,0
38097,North Dakota,47.45,-97.16,0
38099,North Dakota,48.37,-97.73,0
38101,North Dakota,48.22,-101.54,1
38103,North Dakota,47.59,-99.66,0
38105,North Dakota,48.35,-103.48,2
39001,Ohio,38.85,-83.47,1
39003,Ohio,40.77,-84.11,7
39005,Ohio,40.85,-82.27,3
39007,Ohio,41.71,-80.75,3
39009,Ohio,39.33,-82.04,3
39011,Ohio,40.56,-84.22,2
38075,North Dakota,48.72,-101.66,0
39013,Ohio,40.02,-80.99,4
38073,North Dakota,46.46,-97.66,0
38069,North Dakota,48.25,-99.96,0
38027,North Dakota,47.72,-98.90,0
38029,North Dakota,46.28,-100.24,0
38031,North Dakota,47.46,-98.88,0
38033,North Dakota,46.94,-103.85,0
38035,North Dakota,47.92,-97.45,1
38037,North Dakota,46.36,-101.64,0
38039,North Dakota,47.46,-98.24,0
38041,North Dakota,46.43,-102.46,0
38043,North Dakota,46.98,-99.78,0
38045,North Dakota,46.46,-98.54,0
38047,North Dakota,46.46,-99.48,0
38049,North Dakota,48.23,-100.63,0
38051,North Dakota,46.11,-99.44,0
38053,North Dakota,47.74,-103.40,0
38055,North Dakota,47.61,-101.32,0
38057,North Dakota,47.31,-101.83,0
38059,North Dakota,46.72,-101.28,0
38061,North Dakota,48.20,-102.36,0
38063,North Dakota,47.92,-98.19,0
38065,North Dakota,47.12,-101.34,0
38067,North Dakota,48.77,-97.55,0
38071,North Dakota,48.27,-98.72,0
39015,Ohio,38.93,-83.87,3
39017,Ohio,39.44,-84.57,22
39019,Ohio,40.58,-81.09,2
39073,Ohio,39.50,-82.48,1
39075,Ohio,40.56,-81.93,1
39077,Ohio,41.15,-82.60,4
39079,Ohio,39.02,-82.62,2
39081,Ohio,40.39,-80.76,3
39083,Ohio,40.40,-82.42,3
39085,Ohio,41.70,-81.24,15
39087,Ohio,38.60,-82.53,4
39089,Ohio,40.09,-82.48,12
39091,Ohio,40.39,-83.77,3
39093,Ohio,41.30,-82.15,19
39095,Ohio,41.62,-83.65,25
39097,Ohio,39.89,-83.40,2
39099,Ohio,41.02,-80.77,11
39101,Ohio,40.59,-83.16,4
39103,Ohio,41.12,-81.90,10
39105,Ohio,39.09,-82.03,1
39107,Ohio,40.54,-84.63,1
39109,Ohio,40.05,-84.23,7
39111,Ohio,39.73,-81.08,1
39113,Ohio,39.75,-84.29,34
39071,Ohio,39.18,-83.60,3
39069,Ohio,41.33,-84.07,1
39067,Ohio,40.29,-81.09,0
39065,Ohio,40.66,-83.66,1
39021,Ohio,40.14,-83.77,2
39023,Ohio,39.92,-83.78,8
39025,Ohio,39.05,-84.15,17
39027,Ohio,39.41,-83.81,2
39029,Ohio,40.77,-80.78,5
39031,Ohio,40.30,-81.92,1
39033,Ohio,40.85,-82.92,2
39035,Ohio,41.42,-81.66,69
39037,Ohio,40.13,-84.62,2
39039,Ohio,41.32,-84.49,2
38025,North Dakota,47.35,-102.62,0
39041,Ohio,40.28,-83.00,14
39045,Ohio,39.75,-82.63,12
39047,Ohio,39.56,-83.46,2
39049,Ohio,39.97,-83.01,77
39051,Ohio,41.60,-84.13,2
39053,Ohio,38.83,-82.32,1
39055,Ohio,41.50,-81.18,4
39057,Ohio,39.69,-83.89,10
39059,Ohio,40.05,-81.49,2
39061,Ohio,39.20,-84.55,53
39063,Ohio,41.00,-83.67,4
39043,Ohio,41.37,-82.63,5
38023,North Dakota,48.81,-103.49,0
40139,Oklahoma,36.75,-101.49,1
39171,Ohio,41.56,-84.58,2
39173,Ohio,41.36,-83.62,9
39175,Ohio,40.84,-83.31,1
40001,Oklahoma,35.88,-94.66,3
40003,Oklahoma,36.73,-98.32,0
40005,Oklahoma,34.37,-96.04,1
40007,Oklahoma,36.75,-100.48,0
40009,Oklahoma,35.27,-99.68,1
40011,Oklahoma,35.88,-98.43,0
40013,Oklahoma,33.96,-96.26,4
40015,Oklahoma,35.17,-98.38,2
40017,Oklahoma,35.54,-97.98,13
40019,Oklahoma,34.25,-97.29,8
40021,Oklahoma,35.91,-95.00,5
40023,Oklahoma,34.03,-95.55,1
40025,Oklahoma,36.75,-102.52,0
40027,Oklahoma,35.20,-97.33,24
40029,Oklahoma,34.59,-96.30,0
40031,Oklahoma,34.66,-98.47,9
40033,Oklahoma,34.29,-98.37,0
40035,Oklahoma,36.76,-95.21,1
39169,Ohio,40.83,-81.89,5
40037,Oklahoma,35.90,-96.37,5
39167,Ohio,39.46,-81.49,4
39163,Ohio,39.25,-82.48,0
39121,Ohio,39.77,-81.46,0
39123,Ohio,41.54,-83.09,2
39125,Ohio,41.12,-84.58,1
39127,Ohio,39.74,-82.24,2
39129,Ohio,39.64,-83.02,5
39131,Ohio,39.08,-83.07,1
39133,Ohio,41.17,-81.20,9
39135,Ohio,39.74,-84.65,2
39137,Ohio,41.02,-84.13,2
39139,Ohio,40.77,-82.54,7
39141,Ohio,39.34,-83.06,4
39143,Ohio,41.36,-83.14,3
39145,Ohio,38.80,-82.99,5
39147,Ohio,41.12,-83.13,3
39149,Ohio,40.33,-84.20,3
39151,Ohio,40.81,-81.36,24
39153,Ohio,41.12,-81.53,31
39155,Ohio,41.32,-80.76,8
39157,Ohio,40.44,-81.47,5
39159,Ohio,40.30,-83.37,4
39161,Ohio,40.86,-84.59,1
39165,Ohio,39.43,-84.17,17
40039,Oklahoma,35.64,-99.00,3
40041,Oklahoma,36.41,-94.80,4
40043,Oklahoma,35.99,-99.01,0
40097,Oklahoma,36.30,-95.23,3
40099,Oklahoma,34.48,-97.07,2
40101,Oklahoma,35.61,-95.38,7
40103,Oklahoma,36.39,-97.23,0
40105,Oklahoma,36.80,-95.62,1
40107,Oklahoma,35.46,-96.33,1
40109,Oklahoma,35.55,-97.41,61
40111,Oklahoma,35.65,-95.96,2
40113,Oklahoma,36.63,-96.40,3
40115,Oklahoma,36.84,-94.81,2
40117,Oklahoma,36.32,-96.70,1
40119,Oklahoma,36.08,-96.98,6
40121,Oklahoma,34.92,-95.75,4
40123,Oklahoma,34.73,-96.68,4
40125,Oklahoma,35.21,-96.95,6
40127,Oklahoma,34.42,-95.38,1
40129,Oklahoma,35.69,-99.70,0
40131,Oklahoma,36.37,-95.60,9
40133,Oklahoma,35.16,-96.62,2
40135,Oklahoma,35.49,-94.75,4
40137,Oklahoma,34.49,-97.85,4
40095,Oklahoma,34.02,-96.77,2
40093,Oklahoma,36.31,-98.53,0
40091,Oklahoma,35.37,-95.67,1
40089,Oklahoma,34.12,-94.77,1
40045,Oklahoma,36.22,-99.75,0
40047,Oklahoma,36.38,-97.78,5
40049,Oklahoma,34.70,-97.31,3
40051,Oklahoma,35.02,-97.88,5
40053,Oklahoma,36.80,-97.79,0
40055,Oklahoma,34.94,-99.56,0
40057,Oklahoma,34.74,-99.85,0
40059,Oklahoma,36.79,-99.67,0
40061,Oklahoma,35.22,-95.12,0
40063,Oklahoma,35.05,-96.25,0
39119,Ohio,39.97,-81.94,7
40065,Oklahoma,34.59,-99.41,1
40069,Oklahoma,34.31,-96.66,1
40071,Oklahoma,36.82,-97.14,5
40073,Oklahoma,35.95,-97.94,2
40075,Oklahoma,34.92,-98.98,0
40077,Oklahoma,34.88,-95.25,0
40079,Oklahoma,34.90,-94.70,4
40081,Oklahoma,35.70,-96.88,2
40083,Oklahoma,35.92,-97.44,4
40085,Oklahoma,33.95,-97.24,1
40087,Oklahoma,35.01,-97.45,4
40067,Oklahoma,34.11,-97.83,0
39117,Ohio,40.52,-82.79,2
42113,Pennsylvania,41.45,-76.51,0
41041,Oregon,44.64,-123.87,0
41043,Oregon,44.49,-122.54,2
41045,Oregon,43.19,-117.62,1
41047,Oregon,44.90,-122.58,12
41049,Oregon,45.42,-119.58,0
41051,Oregon,45.55,-122.42,17
41053,Oregon,44.90,-123.41,2
41055,Oregon,45.42,-120.68,0
41057,Oregon,45.46,-123.71,0
41059,Oregon,45.59,-118.74,6
41061,Oregon,45.31,-118.01,0
41063,Oregon,45.58,-117.18,0
41065,Oregon,45.16,-121.17,0
41067,Oregon,45.56,-123.10,14
41069,Oregon,44.73,-120.03,0
41071,Oregon,45.23,-123.31,2
42001,Pennsylvania,39.87,-77.22,7
42003,Pennsylvania,40.47,-79.98,59
42005,Pennsylvania,40.82,-79.46,4
42007,Pennsylvania,40.68,-80.35,10
42009,Pennsylvania,40.01,-78.49,2
41039,Oregon,43.94,-122.85,7
42011,Pennsylvania,40.42,-75.92,29
41037,Oregon,42.79,-120.39,0
41033,Oregon,42.37,-123.56,3
40145,Oklahoma,35.96,-95.52,8
40147,Oklahoma,36.71,-95.91,3
40149,Oklahoma,35.29,-98.99,0
40151,Oklahoma,36.77,-98.87,0
40153,Oklahoma,36.42,-99.26,2
41001,Oregon,44.71,-117.67,0
41003,Oregon,44.49,-123.43,2
41005,Oregon,45.19,-122.22,8
41007,Oregon,46.00,-123.66,0
41009,Oregon,45.94,-123.09,1
41011,Oregon,43.17,-124.06,0
41013,Oregon,44.14,-120.36,0
41015,Oregon,42.46,-124.16,0
41017,Oregon,43.92,-121.23,5
41019,Oregon,43.28,-123.17,1
41021,Oregon,45.37,-120.20,0
41023,Oregon,44.49,-119.01,0
41025,Oregon,43.06,-118.97,0
41027,Oregon,45.52,-121.66,0
41029,Oregon,42.43,-122.73,5
41031,Oregon,44.63,-121.18,1
41035,Oregon,42.69,-121.65,2
42013,Pennsylvania,40.48,-78.35,8
42015,Pennsylvania,41.79,-76.52,3
42017,Pennsylvania,40.34,-75.11,32
42071,Pennsylvania,40.04,-76.25,34
42073,Pennsylvania,40.99,-80.33,4
42075,Pennsylvania,40.37,-76.46,10
42077,Pennsylvania,40.62,-75.59,28
42079,Pennsylvania,41.18,-75.98,18
42081,Pennsylvania,41.34,-77.07,7
42083,Pennsylvania,41.81,-78.56,3
42085,Pennsylvania,41.30,-80.26,5
42087,Pennsylvania,40.61,-77.61,3
42089,Pennsylvania,41.06,-75.34,9
42091,Pennsylvania,40.21,-75.37,42
42093,Pennsylvania,41.03,-76.66,1
42095,Pennsylvania,40.75,-75.30,22
42097,Pennsylvania,40.85,-76.71,7
42099,Pennsylvania,40.40,-77.26,2
42101,Pennsylvania,40.00,-75.14,57
42103,Pennsylvania,41.33,-75.03,2
42105,Pennsylvania,41.74,-77.90,1
42107,Pennsylvania,40.70,-76.22,13
42109,Pennsylvania,40.77,-77.07,2
42111,Pennsylvania,39.97,-79.03,6
42069,Pennsylvania,41.44,-75.60,13
42067,Pennsylvania,40.53,-77.40,1
42065,Pennsylvania,41.13,-79.00,2
42063,Pennsylvania,40.65,-79.09,3
42019,Pennsylvania,40.91,-79.91,13
42021,Pennsylvania,40.50,-78.71,7
42023,Pennsylvania,41.44,-78.20,0
42025,Pennsylvania,40.92,-75.71,6
42027,Pennsylvania,40.92,-77.82,7
42029,Pennsylvania,39.97,-75.75,21
42031,Pennsylvania,41.19,-79.42,1
42033,Pennsylvania,41.00,-78.48,6
42035,Pennsylvania,41.23,-77.64,2
42037,Pennsylvania,41.05,-76.41,5
40143,Oklahoma,36.12,-95.94,56
42039,Pennsylvania,41.68,-80.11,4
42043,Pennsylvania,40.41,-76.78,15
42045,Pennsylvania,39.92,-75.40,26
42047,Pennsylvania,41.43,-78.65,2
42049,Pennsylvania,41.99,-80.03,14
42051,Pennsylvania,39.92,-79.64,9
42053,Pennsylvania,41.51,-79.23,2
42055,Pennsylvania,39.93,-77.72,11
42057,Pennsylvania,39.93,-78.11,1
42059,Pennsylvania,39.86,-80.22,2
42061,Pennsylvania,40.42,-77.98,2
42041,Pennsylvania,40.16,-77.26,12
40141,Oklahoma,34.37,-98.92,0
46079,South Dakota,44.02,-97.13,0
45025,South Carolina,34.64,-80.16,3
45027,South Carolina,33.67,-80.22,2
45029,South Carolina,32.88,-80.68,2
45031,South Carolina,34.33,-79.96,8
45033,South Carolina,34.39,-79.38,4
45035,South Carolina,33.08,-80.41,14
45037,South Carolina,33.77,-81.96,2
45039,South Carolina,34.39,-81.12,1
45041,South Carolina,34.02,-79.70,17
45043,South Carolina,33.43,-79.33,5
45045,South Carolina,34.90,-82.37,67
45047,South Carolina,34.15,-82.13,6
45049,South Carolina,32.77,-81.14,1
45051,South Carolina,33.92,-79.00,29
45053,South Carolina,32.43,-81.02,1
45055,South Carolina,34.34,-80.59,5
45057,South Carolina,34.68,-80.71,8
45059,South Carolina,34.48,-82.00,6
45061,South Carolina,34.16,-80.26,1
45063,South Carolina,33.90,-81.27,28
45065,South Carolina,33.90,-82.31,0
45023,South Carolina,34.69,-81.16,3
45067,South Carolina,34.08,-79.36,3
45021,South Carolina,35.05,-81.62,5
45017,South Carolina,33.67,-80.78,1
42119,Pennsylvania,40.96,-77.06,4
42121,Pennsylvania,41.40,-79.76,3
42123,Pennsylvania,41.81,-79.27,2
42125,Pennsylvania,40.19,-80.25,13
42127,Pennsylvania,41.65,-75.30,3
42129,Pennsylvania,40.31,-79.47,21
42131,Pennsylvania,41.52,-76.01,0
42133,Pennsylvania,39.92,-76.73,29
44001,Rhode Island,41.71,-71.29,5
44003,Rhode Island,41.67,-71.58,13
44005,Rhode Island,41.56,-71.27,7
44007,Rhode Island,41.87,-71.58,62
44009,Rhode Island,41.46,-71.61,7
45001,South Carolina,34.22,-82.46,1
45003,South Carolina,33.54,-81.64,11
45005,South Carolina,32.99,-81.35,0
45007,South Carolina,34.52,-82.64,18
45009,South Carolina,33.22,-81.06,0
45011,South Carolina,33.27,-81.44,2
45013,South Carolina,32.39,-80.73,12
45015,South Carolina,33.20,-79.95,11
45019,South Carolina,32.82,-79.97,27
45069,South Carolina,34.60,-79.68,2
45071,South Carolina,34.29,-81.60,3
45073,South Carolina,34.75,-83.07,7
46037,South Dakota,45.37,-97.61,0
46039,South Dakota,44.76,-96.67,0
46041,South Dakota,45.16,-100.87,0
46043,South Dakota,43.39,-98.37,0
46045,South Dakota,45.42,-99.22,0
46047,South Dakota,43.24,-103.53,0
46049,South Dakota,45.07,-99.15,0
46051,South Dakota,45.17,-96.77,0
46053,South Dakota,43.19,-99.19,0
46055,South Dakota,44.29,-101.54,0
46057,South Dakota,44.67,-97.19,0
46059,South Dakota,44.55,-99.00,0
46061,South Dakota,43.67,-97.79,0
46063,South Dakota,45.58,-103.50,0
46065,South Dakota,44.39,-100.00,0
46067,South Dakota,43.33,-97.76,0
46069,South Dakota,44.55,-99.49,0
46071,South Dakota,43.69,-101.63,0
46073,South Dakota,44.07,-98.63,0
46075,South Dakota,43.96,-100.69,0
46077,South Dakota,44.37,-97.49,0
46035,South Dakota,43.67,-98.14,0
46033,South Dakota,43.68,-103.45,0
46031,South Dakota,45.71,-101.20,0
46029,South Dakota,44.98,-97.19,1
45075,South Carolina,33.44,-80.80,8
45077,South Carolina,34.89,-82.73,17
45079,South Carolina,34.02,-80.90,31
45081,South Carolina,34.01,-81.73,1
45083,South Carolina,34.93,-81.99,35
45085,South Carolina,33.92,-80.38,8
45087,South Carolina,34.69,-81.62,2
45089,South Carolina,33.62,-79.73,3
45091,South Carolina,34.97,-81.18,25
46003,South Dakota,43.72,-98.56,0
42117,Pennsylvania,41.77,-77.25,1
46005,South Dakota,44.41,-98.28,0
46009,South Dakota,42.99,-97.89,0
46011,South Dakota,44.37,-96.79,1
46013,South Dakota,45.59,-98.35,1
46015,South Dakota,43.72,-99.08,0
46017,South Dakota,44.08,-99.21,0
46019,South Dakota,44.91,-103.51,0
46021,South Dakota,45.77,-100.05,0
46023,South Dakota,43.21,-98.59,0
46025,South Dakota,44.86,-97.73,0
46027,South Dakota,42.91,-96.98,0
46007,South Dakota,43.19,-101.67,0
42115,Pennsylvania,41.82,-75.80,1
47145,Tennessee,35.85,-84.52,4
47001,Tennessee,36.13,-84.20,6
47003,Tennessee,35.51,-86.46,4
47005,Tennessee,36.07,-88.07,0
47007,Tennessee,35.60,-85.21,1
47009,Tennessee,35.69,-83.93,11
47011,Tennessee,35.16,-84.86,9
47013,Tennessee,36.40,-84.15,2
47015,Tennessee,35.81,-86.06,1
47017,Tennessee,35.97,-88.45,2
47019,Tennessee,36.29,-82.13,3
47021,Tennessee,36.26,-87.09,2
47023,Tennessee,35.43,-88.61,1
47025,Tennessee,36.48,-83.66,2
47027,Tennessee,36.55,-85.54,0
47029,Tennessee,35.93,-83.12,3
47031,Tennessee,35.49,-86.07,3
47033,Tennessee,35.82,-89.15,0
47035,Tennessee,35.95,-85.00,5
47037,Tennessee,36.17,-86.79,51
47039,Tennessee,35.60,-88.11,0
47041,Tennessee,35.98,-85.84,1
46137,South Dakota,44.98,-101.67,0
47043,Tennessee,36.15,-87.36,4
46135,South Dakota,43.01,-97.39,0
46127,South Dakota,42.83,-96.66,1
46085,South Dakota,43.90,-99.85,0
46087,South Dakota,43.67,-97.37,0
46089,South Dakota,45.77,-99.22,0
46091,South Dakota,45.76,-97.60,0
46093,South Dakota,44.57,-102.72,0
46095,South Dakota,43.58,-100.76,0
46097,South Dakota,44.02,-97.61,0
46099,South Dakota,43.67,-96.79,7
46101,South Dakota,44.02,-96.67,0
46102,South Dakota,43.34,-102.56,0
46103,South Dakota,44.00,-102.82,4
46105,South Dakota,45.49,-102.48,0
46107,South Dakota,45.07,-99.95,0
46109,South Dakota,45.63,-96.95,0
46111,South Dakota,44.02,-98.09,0
46115,South Dakota,44.94,-98.35,0
46117,South Dakota,44.41,-100.73,0
46119,South Dakota,44.72,-100.13,0
46121,South Dakota,43.19,-100.72,0
46123,South Dakota,43.34,-99.89,0
46125,South Dakota,43.31,-97.15,0
46129,South Dakota,45.43,-100.03,0
47045,Tennessee,36.06,-89.42,2
47047,Tennessee,35.20,-89.41,3
47049,Tennessee,36.38,-84.93,1
47103,Tennessee,35.14,-86.59,2
47105,Tennessee,35.74,-84.31,4
47107,Tennessee,35.43,-84.62,3
47109,Tennessee,35.17,-88.56,1
47111,Tennessee,36.53,-86.01,1
47113,Tennessee,35.61,-88.84,5
47115,Tennessee,35.13,-85.62,2
47117,Tennessee,35.46,-86.76,3
47119,Tennessee,35.62,-87.07,9
47121,Tennessee,35.52,-84.81,0
47123,Tennessee,35.45,-84.25,3
47125,Tennessee,36.50,-87.39,16
47127,Tennessee,35.28,-86.36,0
47129,Tennessee,36.13,-84.65,1
47131,Tennessee,36.36,-89.15,1
47133,Tennessee,36.34,-85.29,1
47135,Tennessee,35.64,-87.86,0
47137,Tennessee,36.56,-85.08,0
47139,Tennessee,35.12,-84.52,1
47141,Tennessee,36.14,-85.51,6
47143,Tennessee,35.61,-84.93,3
47101,Tennessee,35.53,-87.49,0
47099,Tennessee,35.22,-87.40,3
47097,Tennessee,35.76,-89.63,1
47095,Tennessee,36.34,-89.49,1
47051,Tennessee,35.16,-86.09,3
47053,Tennessee,35.99,-88.93,3
47055,Tennessee,35.20,-87.04,2
47057,Tennessee,36.27,-83.51,1
47059,Tennessee,36.17,-82.85,5
47061,Tennessee,35.38,-85.72,1
47063,Tennessee,36.22,-83.27,6
47065,Tennessee,35.18,-85.17,33
47067,Tennessee,36.53,-83.22,0
47069,Tennessee,35.21,-88.99,1
46083,South Dakota,43.28,-96.72,2
47071,Tennessee,35.20,-88.19,1
47075,Tennessee,35.58,-89.29,1
47077,Tennessee,35.66,-88.39,2
47079,Tennessee,36.33,-88.30,1
47081,Tennessee,35.81,-87.48,1
47083,Tennessee,36.29,-87.72,0
47085,Tennessee,36.04,-87.78,0
47087,Tennessee,36.36,-85.67,0
47089,Tennessee,36.05,-83.45,4
47091,Tennessee,36.46,-81.85,1
